card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,11,"red:2,yellow:1,purple:1",red,4,P＋,PL!SP-pb2-014-P＋,,,,<登場> 自分のステージにいるメンバーが『5yncri5e!』のみの場合、自分のステージにいるメンバーをフォーメーションチェンジしてもよい。(メンバーをそれぞれ好きなエリアに移動させてもよい。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-014-P2.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,13,"red:3,yellow:1,purple:1",red,4,R,PL!SP-pb2-015-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『CatChu!』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-015-R.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,13,"red:3,yellow:1,purple:1",red,4,P＋,PL!SP-pb2-015-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『CatChu!』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-015-P2.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,2,purple:1,purple,1,R,PL!SP-pb2-016-R,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-016-R.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,2,purple:1,purple,1,P＋,PL!SP-pb2-016-P＋,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-016-P2.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,7,"red:1,yellow:1,purple:1",,1,R,PL!SP-pb2-017-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『Liella!』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-017-R.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,7,"red:1,yellow:1,purple:1",,1,P＋,PL!SP-pb2-017-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『Liella!』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-017-P2.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,R,PL!SP-pb2-018-R,,,,<ライブ開始時> 自分のステージにいるこのメンバーと名前の異なる『CatChu!』のメンバー1人につき、エネルギーを1枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-018-R.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,red:1,red,1,P＋,PL!SP-pb2-018-P＋,,,,<ライブ開始時> 自分のステージにいるこのメンバーと名前の異なる『CatChu!』のメンバー1人につき、エネルギーを1枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-018-P2.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:1,purple:2",red,4,R,PL!SP-pb2-019-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『5yncri5e!』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-019-R.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,13,"red:2,yellow:1,purple:2",red,4,P＋,PL!SP-pb2-019-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『5yncri5e!』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-019-P2.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,11,"red:2,yellow:1,purple:2",red,2,R,PL!SP-pb2-020-R,,,,<自動> <ターン1回> 自分がエールしたとき、手札にある『Liella!』のライブカードを1枚控え室に置いてもよい。そうした場合、追加で2枚エールを行う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-020-R.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,11,"red:2,yellow:1,purple:2",red,2,P＋,PL!SP-pb2-020-P＋,,,,<自動> <ターン1回> 自分がエールしたとき、手札にある『Liella!』のライブカードを1枚控え室に置いてもよい。そうした場合、追加で2枚エールを行う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-020-P2.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,13,"red:1,yellow:1,purple:3",purple,4,R,PL!SP-pb2-021-R,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『KALEIDOSCORE』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-021-R.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,13,"red:1,yellow:1,purple:3",purple,4,P＋,PL!SP-pb2-021-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分の控え室から『KALEIDOSCORE』のカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-021-P2.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,15,"red:1,yellow:2,purple:2",yellow,5,R,PL!SP-pb2-022-R,,,,<自動> <ターン1回> 自分のステージにいる『5yncri5e!』のメンバーがセンターエリアに移動したとき、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-022-R.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,15,"red:1,yellow:2,purple:2",yellow,5,P＋,PL!SP-pb2-022-P＋,,,,<自動> <ターン1回> 自分のステージにいる『5yncri5e!』のメンバーがセンターエリアに移動したとき、ライブ終了時まで、 <ブレード> <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-022-P2.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,4,red:2,red,,N,PL!SP-pb2-023-N,,,,<常時> 自分のエネルギーが6枚以上あるかぎり、 red を得る。8枚以上あるかぎり、さらに red を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-023-N.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,purple:2,purple,,N,PL!SP-pb2-024-N,,,,<登場> 相手のステージにいるコスト2以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-024-N.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,purple,1,N,PL!SP-pb2-025-N,,,,<登場> このメンバーをポジションチェンジしてもよい。(このメンバーを今いるエリア以外のエリアに移動させる。そのエリアにメンバーがいる場合、そのメンバーはこのメンバーがいたエリアに移動させる。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-025-N.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,15,"red:3,yellow:2,purple:2",red,4,N,PL!SP-pb2-026-N,,,,<常時> 自分のアクティブ状態のエネルギーがあるかぎり、 red red を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-026-N.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,yellow:2,yellow,,N,PL!SP-pb2-027-N,,,,<常時> 自分のエネルギーが6枚以上あるかぎり、 yellow を得る。8枚以上あるかぎり、さらに yellow を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-027-N.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,5,"yellow:1,purple:1",,2,N,PL!SP-pb2-028-N,,,,<自動> <ターン1回> 自分のメインフェイズの間、このメンバーがエリアを移動したとき、エネルギーを2枚アクティブにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-028-N.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,9,"red:1,yellow:1,purple:1",,4,N,PL!SP-pb2-029-N,,,,<登場> / <ライブ開始時> 相手のステージにいるコスト2以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-029-N.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,purple,1,N,PL!SP-pb2-030-N,,,,<ライブ開始時> red か yellow か purple のうち1つを選ぶ。ライブ終了時まで、このメンバーが元々持つハートは選んだハートになる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-030-N.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,red:1,red,1,N,PL!SP-pb2-031-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-031-N.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,4,purple:2,purple,,N,PL!SP-pb2-032-N,,,,<常時> 自分のエネルギーが6枚以上あるかぎり、 purple を得る。8枚以上あるかぎり、さらに purple を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-032-N.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,2,purple:1,purple,1,N,PL!SP-pb2-033-N,,,,<起動> このメンバーをステージから控え室に置く：自分の控え室からメンバーカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-033-N.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,2,"red:1,yellow:1",red,,N,PL!SP-pb2-034-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-034-N.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,9,"red:1,yellow:1,purple:2",,2,N,PL!SP-pb2-035-N,,,,<常時> <左サイド> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-035-N.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,5,"yellow:1,purple:1",,2,N,PL!SP-pb2-036-N,,,,<登場> <右サイド> カードを2枚引き、手札を2枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-036-N.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,5,"red:1,purple:1",,2,N,PL!SP-pb2-037-N,,,,<登場> <左サイド> カードを2枚引き、手札を2枚控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-037-N.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,7,purple:3,,2,N,PL!SP-pb2-038-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-038-N.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"red:1,yellow:1",purple,1,N,PL!SP-pb2-039-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-039-N.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,CatChu!,4,"red:1,purple:1",red,,N,PL!SP-pb2-040-N,,,,<ライブ開始時> <E> 支払ってもよい：ライブ終了時まで、 <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-040-N.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,9,"red:2,yellow:1,purple:1",,2,N,PL!SP-pb2-041-N,,,,<常時> <右サイド> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-041-N.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,7,red:3,,1,N,PL!SP-pb2-042-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-042-N.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,KALEIDOSCORE,2,"yellow:1,purple:1",purple,,N,PL!SP-pb2-043-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-043-N.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,メンバー,ラブライブ！スーパースター!!,5yncri5e!,4,"red:1,purple:1",yellow,1,N,PL!SP-pb2-044-N,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-044-N.png
絶対的LOVER,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,L,PL!SP-pb2-045-L,"red:3,yellow:3,purple:4,grey:2",,4,<ライブ開始時> 自分のステージにいるハートを4つ以上持つ『Liella!』のメンバー1人につき、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-045-L.png
Welcome to 僕らのセカイ,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,,,L,PL!SP-pb2-047-L,"red:1,yellow:1,purple:1",スコア,1,<ライブ開始時> 手札を1枚控え室に置いてもよい：自分のステージにいるメンバーが『Liella!』のみの場合、相手のステージにいるコスト2以下のメンバー1人をウェイトにする。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-047-L.png
ディストーション,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,CatChu!,,,red,,L,PL!SP-pb2-048-L,"red:6,grey:9",ドロー,6,<ライブ開始時> 自分のステージにいる名前の異なる『CatChu!』のメンバー1人につき、このカードの必要ハートを grey grey 減らし、 red 増やす。その後、このカードの必要ハートに含まれる red が9以上の場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-048-L.png
ニュートラル,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,KALEIDOSCORE,,,purple,,L,PL!SP-pb2-049-L,"red:1,yellow:1,purple:6,grey:4",ドロー,5,<ライブ成功時> エールにより公開された自分のカードの中に『KALEIDOSCORE』のカードが5枚以上ある場合、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。 <ライブ成功時> 自分のエネルギーが11枚以上ある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-049-L.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E12-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E12-LLE.png
Jellyfish,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,5yncri5e!,,,all,,L,PL!SP-pb2-050-L,"red:1,yellow:1,purple:1,grey:2",,2,<ライブ開始時> 自分のステージに『5yncri5e!』のメンバーが2人以上いる場合、自分のステージにいるメンバーをフォーメーションチェンジしてもよい。(メンバーをそれぞれ好きなエリアに移動させてもよい。),https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-050-L.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E13-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E13-LLE.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E14-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E14-LLE.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E15-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E15-LLE.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E16-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E16-LLE.png
Liella!,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,ラブライブ！スーパースター!!,,,,,,LLE,PL!SP-pb2-E17-LLE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E17-LLE.png
WE WILL!!,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,,,SRL,PL!SP-sd1-023-SRL,"red:1,purple:1,grey:1",スコア,1,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-sd1-023-SRL.png
シェキラ☆☆☆,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-sd1-024-SRL,"red:1,purple:1,grey:3",,2,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-sd1-024-SRL.png
未来は風のように,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,all,,SRL,PL!SP-sd1-025-SRL,"red:2,purple:2,grey:3",,3,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-sd1-025-SRL.png
私のSymphony 〜澁谷かのんVer.〜,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,ラブライブ！スーパースター!!,,,,red,,SRL,PL!SP-sd1-026-SRL,"red:4,purple:4,grey:3",ドロー,4,<ライブ開始時> 自分のエネルギーが9枚以上ある場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-sd1-026-SRL.png
Butterfly Wing,,プレミアムブースター ラブライブ！スーパースター!! DUO,ライブ,,,,,all,,L,PL!SP-pb2-046-L,"purple:3,grey:3",,2,<常時> 自分のステージにいるメンバーが持つ <ライブ開始時> 能力は発動しない。 <ライブ成功時> 自分のステージに <ライブ開始時> 能力を持つメンバーがいる場合、このカードのスコアを＋１する。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-046-L.png
嵐 千砂都＆鬼塚夏美,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,SECE,PL!SP-pb2-E00-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E00-SECE.png
嵐 千砂都＆鬼塚夏美,,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,SECS,PL!SP-pb2-E00-SECS,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E00-SECS.png
澁谷かのん,Shibuya Kanon,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E01-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E01-PE2.png
唐 可可,Tang Keke,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E02-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E02-PE2.png
嵐 千砂都,Arashi Chisato,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E03-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E03-PE2.png
平安名すみれ,Heanna Sumire,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E04-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E04-PE2.png
葉月 恋,Hazuki Ren,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E05-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E05-PE2.png
桜小路きな子,Sakurakoji Kinako,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E06-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E06-PE2.png
米女メイ,Yoneme Mei,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E07-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E07-PE2.png
若菜四季,Wakana Shiki,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E08-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E08-PE2.png
鬼塚夏美,Onitsuka Natsumi,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E09-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E09-PE2.png
ウィーン・マルガレーテ,Wien Margarete,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E10-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E10-PE2.png
鬼塚冬毬,Onitsuka Tomari,プレミアムブースター ラブライブ！スーパースター!! DUO,エネルギー,,,,,,,PE+,PL!SP-pb2-E11-PE＋,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/PBSP02/PL!SP-pb2-E11-PE2.png
